time [min/hours],Temperature [degC],solvent 1,ratio,solvent 2,Al,Co,Li,Mn,Ni
300,95,1.0,20,0.04,0.25639911258564824,0.5866724392433437,0.6946532304709404,0.7873310626493076,0.6448088217461528
300,95,1.0,20,0.06,0.21624387747076598,0.6329217897514197,0.7804381449963194,0.8748799820436501,0.7361106238490882
300,95,1.0,20,0.08,0.28454698739158113,0.6582080549878587,0.8029566702631986,0.8935846002007705,0.7767724205804808
300,95,1.0,20,0.15,0.25975855485333244,0.6008679786905166,0.7330067564214356,0.8157395954710654,0.7091035588516629
300,95,1.0,25,0.0,0.0,0.10605694330080644,0.17492398144355853,0.2850614984789383,0.08235482447977577
300,95,1.0,25,0.02,0.0,0.10885511931504417,0.17953912566659985,0.292582479404813,0.08452765058003471
300,95,1.0,25,0.04,0.14512465954744502,0.4138187448194098,0.5086904832711499,0.6466982799556584,0.45601285178747114
300,95,1.0,25,0.06,0.10847898425081395,0.463325156354954,0.5972510597238623,0.7357774341760708,0.5500812210967991
300,95,1.0,25,0.08,0.17812362944914692,0.4921672262950589,0.6236549285007585,0.7572609926158828,0.5943725410916366
300,95,1.0,25,0.15,0.16260631326687006,0.44929186782296965,0.5693249625994614,0.6912918772813601,0.5425935228967429
300,95,1.0,30,0.0,0.0,0.0,0.05400040966960542,0.11430150072508408,0.0
300,95,1.0,30,0.02,0.0,0.0,0.05542514101099107,0.11731719878086913,0.0
300,95,1.0,30,0.04,0.0524632764001019,0.245913744966312,0.3750271673512695,0.460108937728982,0.31388964848586864
300,95,1.0,30,0.06,0.018836145985272012,0.29857295260768,0.4650577949082565,0.5519399871543148,0.40956519500096367
300,95,1.0,30,0.08,0.0893841217868186,0.330861844910203,0.49405211454544706,0.5773678298899834,0.45633838437701635
300,95,1.0,30,0.15,0.0815973857780199,0.3020386737452665,0.45101255322701594,0.5270701843861467,0.41658427079647997
300,95,1.25,10,0.0,0.09950499089457601,0.4376684487804716,0.4623342881204209,0.5692451361353512,0.39062547505290435
300,95,1.25,10,0.02,0.10213030207315875,0.44921576777195227,0.4745323835520193,0.5842639367585595,0.4009316257000596
300,95,1.25,10,0.04,0.30977126862244403,0.7534839906897288,0.801076423619387,0.9349810053501157,0.7689382503852384
300,95,1.25,10,0.06,0.26994747483412107,0.7923328502723653,0.8788658536985697,1.0,0.851574461967142
300,95,1.25,10,0.08,0.3331216040485281,0.8114124044916593,0.8966932953517428,1.0,0.8862443052915736
300,95,1.25,10,0.15,0.30410157299952456,0.7407258657451264,0.8185774753140335,0.9369126440811523,0.8090387534931095
300,95,1.25,15,0.0,0.07275675697526085,0.40852976711884137,0.45033691240442975,0.5590816510947135,0.3738718082069695
300,95,1.25,15,0.02,0.07467635041160459,0.4193082994795433,0.46221847251156667,0.5738323012397516,0.38373593490679603
300,95,1.25,15,0.04,0.28563518510599417,0.7285548459257174,0.7946311965469799,0.9308873842432948,0.758338520069255
300,95,1.25,15,0.06,0.24580342032430802,0.7691927600461889,0.874526705783805,1.0,0.8432669047043689
300,95,1.25,15,0.08,0.3109810449562659,0.7896451618438988,0.8932628834167126,1.0,0.879265843971757
300,95,1.25,15,0.15,0.28388979818451265,0.7208548857528309,0.8154459051823042,0.935864222980611,0.8026682238166312
300,95,1.25,20,0.0,0.0225779761064771,0.2937405287938364,0.351272861623229,0.4600603001493151,0.2732311468057449
300,95,1.25,20,0.02,0.023173666961099102,0.3014904947696032,0.36054074418940807,0.4721983993336324,0.28043999912164075
300,95,1.25,20,0.04,0.2368956003059201,0.6135097152544496,0.6965865600697875,0.8333156767413122,0.6595059423806845
300,95,1.25,20,0.06,0.19767591589731268,0.6582758079749348,0.7809810286962823,0.9182881508667792,0.7490344051757242
300,95,1.25,20,0.08,0.26550081715740387,0.6823727511398299,0.8029347646367309,0.9353440387070644,0.7885931867500697
300,95,1.25,20,0.15,0.2423715998871736,0.622927556999331,0.7329867591129738,0.8538611426268387,0.7198945539193621
300,95,1.25,25,0.0,0.0,0.1367324232487185,0.1828260894628059,0.33366176559026994,0.10273588157319437
300,95,1.25,25,0.02,0.0,0.1403399323395121,0.18764972064039828,0.3424650020430321,0.10544643564602726
300,95,1.25,25,0.04,0.1273737189673043,0.44222625729181747,0.5128183013710159,0.6934157564949603,0.47270671037028894
300,95,1.25,25,0.06,0.09161014538609957,0.49022439290616127,0.5999579539126437,0.7799265967406307,0.5649774054436073
300,95,1.25,25,0.08,0.16075138630179497,0.5178478179737723,0.6257520604750816,0.7997526844888178,0.6081299173379818
300,95,1.25,25,0.15,0.1467474605132769,0.4727352837712135,0.5712394020246587,0.7300818872384506,0.5551524194258479
300,95,1.25,30,0.0,0.0,0.0,0.06327022800025328,0.16409945202223208,0.0
300,95,1.25,30,0.02,0.0,0.0,0.06493953157332201,0.16842900496143443,0.0
300,95,1.25,30,0.04,0.03621806539239289,0.27584035461528544,0.3806769911535375,0.508174803819829,0.33198508491740797
300,95,1.25,30,0.06,0.0034260953410431977,0.326967285952544,0.4692730017198724,0.597429326483346,0.4258533990833858
300,95,1.25,30,0.08,0.07345129169925649,0.35800929786897195,0.49762923523157165,0.6211753564891154,0.47146661810210655
300,95,1.25,30,0.15,0.06705255099976538,0.32682116472564526,0.4542780515142818,0.5670613995643644,0.4303946019686281
300,95,1.5,10,0.0,0.12909660350469548,0.4928446086422601,0.510804391172842,0.6055242355786047,0.4256503068938696
300,95,1.5,10,0.02,0.1325026513144834,0.505847679631461,0.5242813079201336,0.6215002135701506,0.436880542672188
300,95,1.5,10,0.04,0.3382936788009754,0.8078272407223189,0.8480755587031085,0.9688621026908074,0.8012117840967009
300,95,1.5,10,0.06,0.2981488691319725,0.8445260523491309,0.9233841468304145,1.0,0.8816936698752609
300,95,1.5,10,0.08,0.35969105192509315,0.8617536521993633,0.9395443439386587,1.0,0.914857599315008
300,95,1.5,10,0.15,0.3283564120576895,0.7866816141223729,0.8576955364712417,0.964633451687823,0.8351593881666957
300,95,1.5,15,0.0,0.10330342699606901,0.4652828000257569,0.5000361695397961,0.596353012733629,0.4099038429658774
300,95,1.5,15,0.02,0.10602895502476518,0.47755868815093644,0.5132289806118573,0.6120870198085102,0.420718628550163
300,95,1.5,15,0.04,0.31511142173081336,0.7844846647207949,0.8428450779393782,0.9657282419108758,0.791581908065938
300,95,1.5,15,0.06,0.27494225174442366,0.8229168932288369,0.9202034176906837,1.0,0.8743049085752086
300,95,1.5,15,0.08,0.3384459433851514,0.8414679224991444,0.9372322601676961,1.0,0.9087598846607134
300,95,1.5,15,0.15,0.3089620802370459,0.7681630844433861,0.8555848708671469,0.9643843889265852,0.8295928785331724
300,95,1.5,20,0.0,0.05439482320124897,0.35320211344437724,0.40334878648657324,0.4994904048821154,0.31137117326284725
300,95,1.5,20,0.02,0.05582996063631357,0.36252089683800615,0.4139906253382609,0.5126688166557681,0.31958630111233755
300,95,1.5,20,0.04,0.26765659908772166,0.6722168135056514,0.7472224712647901,0.870343452461436,0.6948770267893907
300,95,1.5,20,0.06,0.2280747736156215,0.7146906821642741,0.8289919139481509,0.9529877597824129,0.7821187688941177
300,95,1.5,20,0.08,0.29417511016201064,0.7368068226317901,0.8491677973514824,0.9686256690924628,0.8200662687587033
300,95,1.5,20,0.15,0.2685479195895767,0.6726195810658927,0.7751921814038757,0.8842434295430491,0.7486258449243498
300,95,1.5,25,0.0,0.0,0.19700154320196978,0.23598598137078403,0.37384925557731113,0.14227544700130584
300,95,1.5,25,0.02,0.0,0.20219917549075556,0.24221216790992012,0.3837127872550115,0.14602920164310357
300,95,1.5,25,0.04,0.15889729381518117,0.5018601455496868,0.5646778352783263,0.7313286490187797,0.5096451539985215
300,95,1.5,25,0.06,0.12274368716256125,0.5475573805686667,0.6491866049887607,0.8155151910845548,0.5996154816681811
300,95,1.5,25,0.08,0.190159720046326,0.5731866656753715,0.6731820719986841,0.8339106223874486,0.6411314886961526
300,95,1.5,25,0.15,0.17359387468250392,0.5232532640808351,0.6145375278034165,0.7612641417639799,0.5852790447767965
300,95,1.5,30,0.0,0.0,0.04530691912506959,0.1169027949401579,0.2056196898500763,0.016238361813092926
300,95,1.5,30,0.02,0.0,0.04650228390204657,0.11998712479748573,0.21104470085157298,0.016666790100060322
300,95,1.5,30,0.04,0.06827927716725554,0.3363626076420133,0.43311459365468974,0.5475772492911987,0.36991123223827327
300,95,1.5,30,0.06,0.03507532454659451,0.3851806566197129,0.5190899637077524,0.6344952901652863,0.46147991730312965
300,95,1.5,30,0.08,0.103379946139693,0.4142159626821763,0.5456427477059852,0.6567826643228526,0.5054456542342419
300,95,1.5,30,0.15,0.09437395790489488,0.37813136188797075,0.49810884630888946,0.599566761543074,0.46141353983160865
300,95,2.0,10,0.0,0.0949217203818456,0.5555920077515668,0.5829280567227602,0.6677433776344688,0.5058796259644853
300,95,2.0,10,0.02,0.09742610786400571,0.5702505881461705,0.5983078636035629,0.6853609276486069,0.5192266091171128
300,95,2.0,10,0.04,0.29709158740001745,0.8665098687554661,0.9160874856110383,1.0,0.8766614216776937
300,95,2.0,10,0.06,0.25881430569623975,0.9002230616370995,0.9871515617580265,1.0,0.95260558943599
300,95,2.0,10,0.08,0.3195886216309077,0.9150180573658626,1.0,1.0,0.9825115969836911
300,95,2.0,10,0.15,0.2917475221347403,0.8353058678457704,0.913475237447786,1.0,0.8969196788854764
300,95,2.0,15,0.0,0.06918298279758507,0.5302261410439089,0.5741181251508793,0.6603420665187629,0.49233611727570287
300,95,2.0,15,0.02,0.07100828679969731,0.5442154756768592,0.5892654933205269,0.6777643424604084,0.5053257723743646
300,95,2.0,15,0.04,0.273864116998825,0.8453343015621033,0.9127628427240448,1.0,0.8691734081753626
300,95,2.0,15,0.06,0.23557958161500417,0.8806960730515759,0.9857784462229678,1.0,0.9472523871753059
300,95,2.0,15,0.08,0.29828104162305624,0.8967412342781325,1.0,1.0,0.9783688115781297
300,95,2.0,15,0.15,0.272296161074868,0.8186212380203678,0.912953831539172,1.0,0.8931377940028845
300,95,2.0,20,0.0,0.020911008383628638,0.4225433343221813,0.4816307921190838,0.5675337805042023,0.3981699302002216
300,95,2.0,20,0.02,0.02146271843926271,0.43369159662605417,0.49433800098510194,0.5825074292106145,0.4086751315910171
300,95,2.0,20,0.04,0.22697537456753614,0.7375502342589221,0.8214045867899279,0.9331781546101431,0.7768860587176966
300,95,2.0,20,0.06,0.18927989120023211,0.7768086791264808,0.898671471131663,1.0,0.8593179678581166
300,95,2.0,20,0.08,0.25452762153757363,0.7962872900333618,0.9159897993504128,1.0,0.8937887604389051
300,95,2.0,20,0.15,0.23235433889820173,0.7269183821035166,0.8361929561116535,0.9353503739279498,0.8159259702026889
300,95,2.0,25,0.0,0.0,0.2688411899026955,0.3168554809001814,0.44355788121416945,0.23158724487443033
300,95,2.0,25,0.02,0.0,0.2759342188530721,0.3252153051515113,0.45526058530409064,0.23769737640979657
300,95,2.0,25,0.04,0.1216655524169697,0.5699747889019366,0.6417460300221289,0.7960887383602031,0.5944839812683316
300,95,2.0,25,0.06,0.0872933582761575,0.6124148162277924,0.7217282580539416,0.8759632894880679,0.6796239912107308
300,95,2.0,25,0.08,0.1538065908126639,0.635356283136919,0.7428132244296224,0.8917931374125283,0.7176199391768465
300,95,2.0,25,0.15,0.14040766385425305,0.5800069487205605,0.6781027326015469,0.8141041967300368,0.655104171171461
300,95,2.0,30,0.0,0.0,0.11955850137382694,0.19915190066666308,0.2781185809418747,0.10699182243872539
300,95,2.0,30,0.02,0.0,0.12271289862899061,0.20440626737087522,0.2854563819200785,0.10981466403634678
300,95,2.0,30,0.04,0.034018042814639424,0.4071644730260445,0.5117933024883797,0.6154445790496169,0.4564476691055447
300,95,2.0,30,0.06,0.0025031999108360045,0.45268537211991255,0.5932499655253459,0.6980219592134277,0.5431936443552169
300,95,2.0,30,0.08,0.0698661227286706,0.4789845509881263,0.6168708756437016,0.7176841824879783,0.5836237934579276
300,95,2.0,30,0.15,0.06377970555781907,0.43725760691503457,0.5631319054092875,0.6551628178990133,0.5327811570115079
360,40,0.5,10,0.0,0.0,0.17067087241716922,0.2510719635114855,0.11198809190288034,0.11121780320026192
360,40,0.5,10,0.02,0.0,0.17517380382987888,0.2576961742823911,0.11494275364298609,0.11415214186385889
360,40,0.5,10,0.04,0.0,0.45856379084946786,0.5638627710023311,0.4376277806189858,0.4579101370619053
360,40,0.5,10,0.06,0.0,0.5022765265142695,0.6431581221211651,0.5239202728608781,0.5437620511897847
360,40,0.5,10,0.08,0.0,0.5269710152403421,0.6651580616225737,0.547730817782366,0.5837045345611999
360,40,0.5,10,0.15,0.0,0.48106370980493923,0.607212532523951,0.5000150132672874,0.5328548643190543
360,40,0.5,15,0.0,0.0,0.13802902368335426,0.23589336711444533,0.09380439791814768,0.0900948490489765
360,40,0.5,15,0.02,0.0,0.14167074190864024,0.24211711014557788,0.09627930628450396,0.09247188574045803
360,40,0.5,15,0.04,0.0,0.42967500483741033,0.553777170430781,0.4247765010868146,0.4423784926149746
360,40,0.5,15,0.06,0.0,0.47522498771384697,0.6351816136838866,0.5133231842886299,0.5305550912841634
360,40,0.5,15,0.08,0.0,0.501356557139366,0.6581465817021009,0.5381413789834849,0.5719005461667014
360,40,0.5,15,0.15,0.0,0.4576806661795087,0.6008118606763436,0.4912609625318138,0.5220791854233998
360,40,0.5,20,0.0,0.0,0.02363828348563086,0.13763798475644445,0.0,0.0
360,40,0.5,20,0.02,0.0,0.024261949186427486,0.14126938592271826,0.0,0.0
360,40,0.5,20,0.04,0.0,0.3147751857529636,0.4562896616398179,0.32263355550311645,0.34262507611305837
360,40,0.5,20,0.06,0.0,0.3643949630043039,0.5420863921358389,0.4157676615869363,0.4353292984786414
360,40,0.5,20,0.08,0.0,0.3941318104353216,0.5682193977595732,0.44384331811128713,0.4802070358042905
360,40,0.5,20,0.15,0.0,0.35979684915628035,0.518718721834597,0.4051777175740214,0.4383735944434954
360,40,0.5,25,0.0,0.0,0.0,0.0,0.0,0.0
360,40,0.5,25,0.02,0.0,0.0,0.0,0.0,0.0
360,40,0.5,25,0.04,0.0,0.15671027733971268,0.28511737469031956,0.198388425533395,0.1700780231747994
360,40,0.5,25,0.06,0.0,0.20927695688616718,0.37342785416070207,0.292754528960049,0.26525424342396015
360,40,0.5,25,0.08,0.0,0.24224485523745445,0.4031213352349806,0.3232425527333572,0.3134193910660653
360,40,0.5,25,0.15,0.0,0.22114159103900635,0.3680032476572003,0.29508313946603243,0.28611572672982793
360,40,0.5,30,0.0,0.0,0.0,0.0,0.0,0.0
360,40,0.5,30,0.02,0.0,0.0,0.0,0.0,0.0
360,40,0.5,30,0.04,0.0,0.0032132944700510304,0.16308471013621462,0.030741974870825195,0.041350958286774264
360,40,0.5,30,0.06,0.0,0.05863104543453155,0.25268226444032105,0.1274936729758209,0.13791073723430067
360,40,0.5,30,0.08,0.0,0.09472966610943362,0.2847195837725495,0.16149456457257844,0.1882858343329767
360,40,0.5,30,0.15,0.0,0.0864772507201332,0.25991611542670173,0.1474258964910755,0.17188323332474217
360,40,0.75,10,0.0,0.0,0.2842099290497516,0.3159819255672539,0.19357223682144223,0.19450666311198442
360,40,0.75,10,0.02,0.0,0.2917084424116781,0.32431870218487485,0.19867939127293904,0.1996384711990758
360,40,0.75,10,0.04,0.04963362853360042,0.5818265752781883,0.6361665526273114,0.5277630577345988,0.5501177243920551
360,40,0.75,10,0.06,0.017585777018928647,0.6230981647160613,0.7148325041028366,0.6130169590256814,0.6348788366181454
360,40,0.75,10,0.08,0.08485059814935907,0.6451797321079235,0.7354950251128757,0.6350257953254009,0.6731857930600534
360,40,0.75,10,0.15,0.07745880199173517,0.5889746237318666,0.6714220613490093,0.579705251496078,0.6145409247029009
360,40,0.75,15,0.0,0.0,0.2533355172636109,0.3018197330393586,0.17673038285653986,0.1747208487187275
360,40,0.75,15,0.02,0.0,0.26001944898834184,0.30978285842579867,0.18139318665702267,0.17933063354612291
360,40,0.75,15,0.04,0.021400556725397223,0.554871779036655,0.6272290806440698,0.5164079853667748,0.5360827881442586
360,40,0.75,15,0.06,0.0,0.5979452479046619,0.7079988549369252,0.6039028306806178,0.6231553459787695
360,40,0.75,15,0.08,0.0587946352330133,0.6214248117501522,0.729606987073772,0.6268908326271929,0.6628410785419692
360,40,0.75,15,0.15,0.05367271543182297,0.5672891234236033,0.6660469622626408,0.5722789695535304,0.6050973944156333
360,40,0.75,20,0.0,0.0,0.139684112439593,0.20351592271232055,0.07392915558368462,0.07384410622544058
360,40,0.75,20,0.02,0.0,0.14336949805257138,0.20888542852422975,0.07587968124914814,0.0757923879729744
360,40,0.75,20,0.04,0.0,0.44082430345655416,0.5297694652033185,0.41462382473428766,0.4367558062601828
360,40,0.75,20,0.06,0.0,0.48796028614091813,0.6149555318048846,0.5067225813056239,0.5283707584930645
360,40,0.75,20,0.08,0.01010457774980762,0.515033317740745,0.6397405243100568,0.5329682246637087,0.57159164493379
360,40,0.75,20,0.15,0.009224313136299154,0.4701659699300481,0.5840092548482602,0.4865384697637093,0.5217971942535321
360,40,0.75,25,0.0,0.0,0.0,0.04345213244651756,0.0,0.0
360,40,0.75,25,0.02,0.0,0.0,0.04459856106302287,0.0,0.0
360,40,0.75,25,0.04,0.0,0.278329583050012,0.35504823673625097,0.2870528736911869,0.2602135559636477
360,40,0.75,25,0.06,0.0,0.3285117092287426,0.4428145575741458,0.38044340839719526,0.3543774722331887
360,40,0.75,25,0.08,0.0,0.35891719874583883,0.4712393864809452,0.40917554805194767,0.40097227626862475
360,40,0.75,25,0.15,0.0,0.3276499734291913,0.4301871657273519,0.3735300451345355,0.36604140488205944
360,40,0.75,30,0.0,0.0,0.0,0.0,0.0,0.0
360,40,0.75,30,0.02,0.0,0.0,0.0,0.0,0.0
360,40,0.75,30,0.04,0.0,0.12050826735345693,0.23013590511033327,0.11554461739291283,0.1280991320527171
360,40,0.75,30,0.06,0.0,0.17363827771150336,0.31923908017321817,0.21139480262213733,0.2237084460911654
360,40,0.75,30,0.08,0.0,0.20727343930347444,0.35007053064828153,0.24372754001074895,0.2725847458195184
360,40,0.75,30,0.15,0.0,0.18921672496516895,0.3195739866076278,0.22249511109392206,0.24883840907332744
360,40,1.0,10,0.0,0.0,0.4291816520453373,0.42158060387104324,0.2815160620961741,0.31568198750757115
360,40,1.0,10,0.02,0.0,0.4405050578226234,0.4327034657704555,0.2889435012440099,0.32401085064534774
360,40,1.0,10,0.04,0.13258846271865365,0.7382504103504458,0.7513858341395333,0.6246529317409822,0.6822958490441166
360,40,1.0,10,0.06,0.09800491820882624,0.7762379650504595,0.8283353312333585,0.7087113661857355,0.7649554647659865
360,40,1.0,10,0.08,0.1640900200919572,0.7948823157818807,0.8465918309882461,0.7287552992457342,0.8006346734546212
360,40,1.0,10,0.15,0.14979524779253187,0.7256358027850306,0.772840621452391,0.6652694695841094,0.7308870413581859
360,40,1.0,15,0.0,0.0,0.400688446025565,0.40923387047717646,0.2661379788642217,0.29797655142855767
360,40,1.0,15,0.02,0.0,0.4112600952165589,0.4200309796992417,0.2731596870688409,0.30583827941220704
360,40,1.0,15,0.04,0.10560867661435203,0.7138771313529767,0.7444392805177565,0.6149235990123679,0.6705417500838814
360,40,1.0,15,0.06,0.07110378366397019,0.7536147407033236,0.82346598451365,0.7012067312965728,0.755479746771041
360,40,1.0,15,0.08,0.13923349275998248,0.7736019090565942,0.842627692932783,0.7221982195668093,0.7924940720557241
360,40,1.0,15,0.15,0.12710410747289552,0.7062092477955489,0.7692218209795422,0.659283612706613,0.7234556119327779
360,40,1.0,20,0.0,0.0,0.2883883197586307,0.3116822290086951,0.16370716483254738,0.19816355795725465
360,40,1.0,20,0.02,0.0,0.29599707458425273,0.319905563663894,0.16802636777894567,0.2033918485105092
360,40,1.0,20,0.04,0.05448854594122884,0.6013276221372293,0.6478519921834504,0.513615016821869,0.5724263836018998
360,40,1.0,20,0.06,0.020670716970385323,0.6451040604146024,0.7312976109631458,0.6045158834724228,0.6619016991678309
360,40,1.0,20,0.08,0.0914766210266199,0.668656841803105,0.7536239786813034,0.6287623877940006,0.7024345627247676
360,40,1.0,20,0.15,0.08350759605140902,0.6104065149722724,0.68797170337162,0.5739874833913456,0.6412416752854393
360,40,1.0,25,0.0,0.0,0.13474041519788169,0.14748011095398847,0.04556932353565154,0.03267570356836865
360,40,1.0,25,0.02,0.0,0.13829536771886833,0.15137118395877305,0.046771611515432,0.03353780997203185
360,40,1.0,25,0.04,0.0,0.43371058067013035,0.4686912416785419,0.38256256531776256,0.39105698305288084
360,40,1.0,25,0.06,0.0,0.48065001320562956,0.554806188773185,0.474818655743164,0.48317927733086236
360,40,1.0,25,0.08,0.0,0.5076538782289073,0.5808739334095985,0.5016295642382391,0.527193224195535
360,40,1.0,25,0.15,0.0,0.46342939344829415,0.5302708521977505,0.4579298901481722,0.48126656093192655
360,40,1.0,30,0.0,0.0,0.0,0.031104746190202735,0.0,0.0
360,40,1.0,30,0.02,0.0,0.0,0.0319254049043568,0.0,0.0
360,40,1.0,30,0.04,0.0,0.27088607690034994,0.34003375971017025,0.2070319674380271,0.254746292210985
360,40,1.0,30,0.06,0.0,0.3208874686710462,0.4275572703672562,0.3018255604375749,0.34839628599086614
360,40,1.0,30,0.08,0.0,0.3512368347021464,0.45611597330740916,0.33232869936068066,0.39478335949914434
360,40,1.0,30,0.15,0.0,0.3206386875849288,0.4163812351623695,0.30337774254278266,0.3603916382446362
360,40,1.25,10,0.0,0.0,0.45398303657905653,0.42575453860226214,0.32739827678600913,0.3319109752535668
360,40,1.25,10,0.02,0.0,0.4659607949820234,0.4369875244000944,0.33603625914421825,0.34066801935556795
360,40,1.25,10,0.04,0.11583876438455139,0.7606763520077665,0.7518079967761894,0.6687439098647546,0.6948681557520858
360,40,1.25,10,0.06,0.0820890762973162,0.7973505172864136,0.8275013263180703,0.7503738268969641,0.7759083847746374
360,40,1.25,10,0.08,0.14769580742689117,0.814952839637232,0.8452676381478733,0.7688518352899715,0.8105901052016223
360,40,1.25,10,0.15,0.1348292239773618,0.7439578743683641,0.7716317862378135,0.7018729787372118,0.73997520140953
360,40,1.25,15,0.0,0.0,0.4264570993012602,0.41375741686686185,0.31319590495050464,0.3148352180845504
360,40,1.25,15,0.02,0.0,0.4377086212593494,0.4246738740411534,0.32145917599819895,0.3231417403004312
360,40,1.25,15,0.04,0.0889114718775715,0.7372490515334674,0.7451513479072566,0.6601694356516744,0.6836881659474229
360,40,1.25,15,0.06,0.05524704029461793,0.7756344201756765,0.8228898705522728,0.7439688200217763,0.7669664527330714
360,40,1.25,15,0.08,0.12287935519808785,0.7945463937878015,0.8415446709012788,0.7633563547211542,0.8029554479077885
360,40,1.25,15,0.15,0.11217466760117384,0.7253291447791443,0.7682331468756078,0.6968562393091584,0.7330056405520249
360,40,1.25,20,0.0,0.0,0.3162202117275611,0.3176613795274007,0.21308621892731938,0.21672198390482567
360,40,1.25,20,0.02,0.0,0.32456327521899814,0.32604246637728357,0.21870822469334333,0.222439914652603
360,40,1.25,20,0.04,0.03815027615540706,0.6267986453405364,0.6500175407859005,0.5612207155584564,0.5872724392795811
360,40,1.25,20,0.06,0.005171793151374627,0.6691540633073485,0.7321125696579456,0.6495511247498227,0.6750182851726967
360,40,1.25,20,0.08,0.07545325556014759,0.6915694170287096,0.7538859811251263,0.67212528800734,0.7144695226131644
360,40,1.25,20,0.15,0.06888011292248321,0.63132305140488,0.6882108813604897,0.6135728060015668,0.6522282044944911
360,40,1.25,25,0.0,0.0,0.16394948629693976,0.1553898162740102,0.09548062037525232,0.052966415811198896
360,40,1.25,25,0.02,0.0,0.16827508258343724,0.15948957667837757,0.09799975371477995,0.054363866554839685
360,40,1.25,25,0.04,0.0,0.4607068555468316,0.4729705039994449,0.4308143239760866,0.4078189337668298
360,40,1.25,25,0.06,0.0,0.5062008814997715,0.557705573189497,0.5205093977383645,0.49818857898749414
360,40,1.25,25,0.08,0.0,0.5320387807834774,0.5831770703084378,0.5456410701458982,0.5410866456344299
360,40,1.25,25,0.15,0.0,0.48568999478473246,0.5323733503403207,0.49810731489016363,0.4939496510184512
360,40,1.25,30,0.0,0.0,0.01607674377461461,0.04033004413767866,0.0,0.0
360,40,1.25,30,0.02,0.0,0.01650090797747977,0.04139410047048669,0.0,0.0
360,40,1.25,30,0.04,0.0,0.2993580440830209,0.3457773492592148,0.2565254695230793,0.2728495634127478
360,40,1.25,30,0.06,0.0,0.3478906302818558,0.4319079023884413,0.34875167049341654,0.3647379942476647
360,40,1.25,30,0.08,0.0,0.3770465468327758,0.45984314368328266,0.37755357997531586,0.40998905796109436
360,40,1.25,30,0.15,0.0,0.34419997560166643,0.4197837114964444,0.34466283833506645,0.37427268577995115
360,40,1.5,10,0.0,0.0,0.5068687678580698,0.47283677640523114,0.36531433839221383,0.36632553713353777
360,40,1.5,10,0.02,0.0,0.5202418482471137,0.48531196647955344,0.37495268725958286,0.375990565178867
360,40,1.5,10,0.04,0.14575813816760963,0.8127360117129632,0.7974839130649647,0.7044977418496563,0.7266568303394214
360,40,1.5,10,0.06,0.1116374371282437,0.8473445709314936,0.8707739143183167,0.7839302064774961,0.805600474504775
360,40,1.5,10,0.08,0.17560859815263935,0.8631689106812391,0.8869228745163195,0.8010570642717102,0.8388122684944722
360,40,1.5,10,0.15,0.16031037999770206,0.787973581756135,0.8096582088695662,0.731272635418546,0.7657387788734397
360,40,1.5,15,0.0,0.0,0.4808578284539176,0.46203209902063974,0.3521270569195248,0.35023413218568705
360,40,1.5,15,0.02,0.0,0.49354464366800965,0.47422222158158445,0.3614174763297521,0.3594746092119153
360,40,1.5,15,0.04,0.11979885149279937,0.7908326468337313,0.7920060766451548,0.6969100006671417,0.7164257394650589
360,40,1.5,15,0.06,0.08574637529605034,0.8270988894732093,0.8672867251199038,0.7784613543338815,0.7975578147556065
360,40,1.5,15,0.08,0.15170139698320828,0.8441853619099542,0.8842853136083095,0.7964640379848726,0.8320398293034368
360,40,1.5,15,0.15,0.13848586488580902,0.7706437929573406,0.8072504202083866,0.727079732581615,0.7595563236198113
360,40,1.5,20,0.0,0.0,0.3732287805536666,0.36823690349761706,0.25416019228513365,0.2541686435554945
360,40,1.5,20,0.02,0.0,0.3830759417960891,0.37795236048561803,0.26086588199939625,0.2608745562456846
360,40,1.5,20,0.04,0.07032620895402351,0.6830560239687404,0.6992172120106208,0.6001344074248838,0.6220774205873323
360,40,1.5,20,0.06,0.03693456469776243,0.7232089556139726,0.7787693666987457,0.6861352134612658,0.7075981788003233
360,40,1.5,20,0.08,0.10548863800052206,0.743722307503368,0.7988183165007351,0.7072609350313778,0.7454771065603077
360,40,1.5,20,0.15,0.09629895017217828,0.6789326205143774,0.7292289171173957,0.6456475961037641,0.6805345495007765
360,40,1.5,25,0.0,0.0,0.22174612655200246,0.20700685255349807,0.13722823066939352,0.09175297708505807
360,40,1.5,25,0.02,0.0,0.2275966128403263,0.2124684620583929,0.14084882100117127,0.09417376135171919
360,40,1.5,25,0.04,0.0,0.5178679193360408,0.5233462809046862,0.4705219251137364,0.4441252700248803
360,40,1.5,25,0.06,0.0,0.5611508586455295,0.6055329655967051,0.5578926990053042,0.5322569668954139
360,40,1.5,25,0.08,0.008483431804323987,0.585073660008032,0.629260067141175,0.5815652117347343,0.5735586742027972
360,40,1.5,25,0.15,0.007744394013379523,0.5341047178168383,0.5744418071892521,0.53090190951583,0.52359286492625
360,40,1.5,30,0.0,0.0,0.07462741872715062,0.09239829855520332,0.0,0.0
360,40,1.5,30,0.02,0.0,0.0765963671673865,0.09483610879870231,0.0,0.0
360,40,1.5,30,0.04,0.0,0.3573855153335463,0.39670585219885884,0.29761193610149567,0.31009765156430097
360,40,1.5,30,0.06,0.0,0.40369908985176994,0.4802980566374798,0.38750360659244254,0.3997491605492981
